,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
359,Acridotheres tristis,Common Myna,"Mamurabad Road, Jalgaon, Maharashtra, IN (21.022, 75.572)",21.0217,75.5723,4-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
360,Acridotheres tristis,Common Myna,"Shyama Prasaad Mukharrji Udyan Old Mamurabad Road to MG Road, Jalgaon, Maharashtra, IN (21.017, 75.566)",21.0169,75.5662,3-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
361,Acridotheres tristis,Common Myna,"Shyama Prasaad Mukharrji Udyan Old Mamurabad Road to MG Road, Jalgaon, Maharashtra, IN (21.017, 75.566)",21.0169,75.5662,3-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
362,Acridotheres tristis,Common Myna,"Shyama Prasaad Mukharrji Udyan Old Mamurabad Road to MG Road, Jalgaon, Maharashtra, IN (21.017, 75.566)",21.0169,75.5662,3-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
363,Acridotheres tristis,Common Myna,"Krushi Vidnyan Kendra,Mamurabad Road, Maharashtra, IN (21.041, 75.57)",21.041,75.5697,1-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
364,Acridotheres tristis,Common Myna,"Krushi Vidnyan Kendra,Mamurabad Road, Maharashtra, IN (21.041, 75.57)",21.041,75.5697,1-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
365,Acridotheres tristis,Common Myna,Home,19.1408,72.8633,2-Aug-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
366,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,31-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
367,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,31-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
368,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,31-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
