,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
102,Phoenicopterus roseus,Greater Flamingo,"Palm Beach Road, Navi Mumbai, Maharashtra, IN (19.007, 73.02)",19.0074,73.0197,4-May-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
103,Phoenicopterus roseus,Greater Flamingo,"Palm Beach Road, Navi Mumbai, Maharashtra, IN (19.007, 73.02)",19.0074,73.0197,4-May-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
104,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,16-Feb-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
105,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,9-Feb-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
106,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,9-Feb-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
107,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,9-Feb-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
108,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,27-Jan-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
109,Phoenicopterus roseus,Greater Flamingo,"Savanga Lake, Amravati",20.8415,77.9003,10-Jan-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
110,Phoenicopterus roseus,Greater Flamingo,"Savanga Lake, Amravati",20.8415,77.9003,10-Jan-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
111,Phoenicopterus roseus,Greater Flamingo,"TS Chanakya College, Navi Mumbai",19.0188,73.0052,22-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
112,Phoenicopterus roseus,Greater Flamingo,Ajanta-andhari dam,20.5087,75.7633,29-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
113,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,17-Nov-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
114,Phoenicopterus roseus,Greater Flamingo,Nandur-Madhyameshwar bird sanctuary,20.0069,74.1189,11-Nov-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
115,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,25-Oct-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
116,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,25-Oct-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
117,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,25-Oct-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
118,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,8-Sep-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
119,Phoenicopterus roseus,Greater Flamingo,Ekruk Lake,17.7448,75.9099,27-Jul-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
120,Phoenicopterus roseus,Greater Flamingo,"Nakane Lake, Dhule",20.886,74.7273,26-Jun-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
121,Phoenicopterus roseus,Greater Flamingo,Hatnur Dam (IBA),21.0782,75.957,2-Jun-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
122,Phoenicopterus roseus,Greater Flamingo,pune-solapur highway,17.8274,75.609,30-Jul-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
123,Phoenicopterus roseus,Greater Flamingo,"Sewri Jetty, Mumbai",18.9956,72.8613,24-May-2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
124,Phoenicopterus roseus,Greater Flamingo,"Ekbhurgi dam, Washim",20.059,77.0939,12-Feb-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
125,Phoenicopterus roseus,Greater Flamingo,"Panje, Uran",18.908,72.9492,3-Dec-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
126,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,12-Mar-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
127,Phoenicopterus roseus,Greater Flamingo,"Sewri Jetty, Mumbai",18.9956,72.8613,8-Apr-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
128,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,18-Mar-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
129,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,18-Dec-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
130,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,9-Dec-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
131,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,2-Dec-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
132,Phoenicopterus roseus,Greater Flamingo,"Umela swamps, Vasai",19.365,72.8224,25-Jun-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
133,Phoenicopterus roseus,Greater Flamingo,"Bahula Dam, Jalgaon",20.6936,75.3966,18-Jan-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
134,Phoenicopterus roseus,Greater Flamingo,"Bena, Near Vasai Beach",19.3469,72.7909,7-Nov-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
135,Phoenicopterus roseus,Greater Flamingo,"Bena, Near Vasai Beach",19.3469,72.7909,7-Nov-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
136,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,27-Jan-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
137,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,27-Jan-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
138,Phoenicopterus roseus,Greater Flamingo,Seawoods--Navi Mumbai,19.0101,73.0094,10-Feb-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
139,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,26-Nov-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
140,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,4-May-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
141,Phoenicopterus roseus,Greater Flamingo,Ekruk Lake,17.7448,75.9099,25-Oct-2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
142,Phoenicopterus roseus,Greater Flamingo,"Padali, Maharashtra, IN (19.04, 75.533)",19.0403,75.5332,27-Jan-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
143,Phoenicopterus roseus,Greater Flamingo,Kavdi Pat,18.5054,74.0006,14-Oct-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
144,Phoenicopterus roseus,Greater Flamingo,Diksal,18.3118,74.7931,2-Jan-2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
145,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,10-Feb-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
146,Phoenicopterus roseus,Greater Flamingo,"Forest Department Interpretation Mulund - Airoli Road, Navi Mumbai, Maharashtra, IN (19.151, 72.979)",19.1508,72.9793,11-Feb-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
147,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,10-Feb-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
148,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,9-Jan-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
149,Phoenicopterus roseus,Greater Flamingo,Gogte saltpans vasai,19.4077,72.8185,9-Jul-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
150,Phoenicopterus roseus,Greater Flamingo,Jaikwadi Bird Sanctuary,19.4779,75.3656,8-Apr-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
151,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,10-Jan-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
152,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,18-Dec-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
153,Phoenicopterus roseus,Greater Flamingo,"Sonvad Reservoir, Dhule",21.0666,74.8246,11-Dec-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
